"category","main_name","main_image","product_name","brewing_quantity","brewing_time","brewing_tem","sizes_img","sizes_unit","sizes_price","images","description","ingredients_detail","main_price"
"African Rooibos & Honeybush Tea","Red Choc Mint Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6b92fc99/images/UXProject/new-tea-images/T135AE006_red-choc-mint_r1.jpg?sw=262&sh=262&sm=fit","Red Choc Mint Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwa3826c27/images/products/Packaging/T135AE006_red-choc-mint_Sha1.png?sw=55&sh=55&sm=fit']","['Cube 100g-3.5oz']","['A$16.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwa3826c27/images/products/Packaging/T135AE006_red-choc-mint_Sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6b92fc99/images/UXProject/new-tea-images/T135AE006_red-choc-mint_r1.jpg?sw=100&sh=100&sm=fit']","Rooibos, cocoa husks and peppermint flavours create a sweet, chocolaty and bright tisane.Enjoy with: Perfect on its own.Store in a cool, dry place.","Rooibos, coco husks (1%), natural and artifical flavouring",""
"African Rooibos & Honeybush Tea","Red Green Dreamy Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwacf6270a/images/UXProject/new-tea-images/T135AE010_red-green-dreamy_r1.jpg?sw=262&sh=262&sm=fit","Red Green Dreamy Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe9f04b59/images/products/Packaging/T135AE010_red-green-dreamy_Sha1.png?sw=55&sh=55&sm=fit']","['Cube 100g-3.5oz']","['A$16.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe9f04b59/images/products/Packaging/T135AE010_red-green-dreamy_Sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwacf6270a/images/UXProject/new-tea-images/T135AE010_red-green-dreamy_r1.jpg?sw=100&sh=100&sm=fit']","Green rooibos with an incredible summer fruit scent: peaches, plums and fresh berries! The perfect summer iced tea.Enjoy with: Perfect on its own.Store in a cool, dry place.","Green rooibos, sunflower petals, natural and artificial flavouring",""
"Matcha","Salted Matcha Milkshake 30g Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw9081d6f1/images/Matcha/T115AI118_salted-matcha-milkshake-tin-30g_p2.png?sw=262&sh=262&sm=fit","Salted Matcha Milkshake 30g Tin","1/2 tsp per 150mls / 5 fl oz","Whisk","80°C/176°F","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw9081d6f1/images/Matcha/T115AI118_salted-matcha-milkshake-tin-30g_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3431bc00/images/Matcha/T115AI118_salted-matcha-milkshake-tin-30g_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8b2c1efc/images/Matcha/T115AI118_matcha-salted-caramel_r1.png?sw=100&sh=100&sm=fit']","Net Wt. 30g / 1oz  A light matcha hit with a salted caramel streak! Who says you can’t get all that good green stuff in and have a delicious old time while you’re doing it? This matcha drop serves up deliciously sweet toffee flavours, with a tingly sea salt sprinkle.Store in a cool, dry place.","Powdered green tea, natural flavouring, salt 2% (sea salt, anti caking agent E535)","A$32.00"
"Green Tea","Sencha Teabag Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5990d995/images/UXProject/new-tea-images/B110AE004_sencha-tbag_r1.png?sw=262&sh=262&sm=fit","Sencha Teabag Gift Cube","1 bag per cup","1-3 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwb02787bb/images/B110AE004_sencha-yb_p1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw35456c07/images/products/B110AG008_sencha_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwbbf261fb/images/products/B110AI003_sencha_sha1.png?sw=100&sh=100&sm=fit']","['Cube 25pk', 'Foil 60pk', 'Tin 60pk']","['A$12.00', 'A$27.00', 'A$29.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwb02787bb/images/B110AE004_sencha-yb_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5990d995/images/UXProject/new-tea-images/B110AE004_sencha-tbag_r1.png?sw=100&sh=100&sm=fit']","These beautiful emerald green leaves produce a delicate aroma and a sweet, smooth, grassy flavour. No green-eyed monster here, this brew's a classic green sencha to be enjoyed daily.Enjoy with: Perfect on its own.Store in a cool, dry place.","Green tea",""
"White Tea","Silver Needles Collections Foil","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6e123dd5/images/UXProject/new-tea-images/T100AI016_silver-needles_r1.jpg?sw=262&sh=262&sm=fit","Silver Needles Collections Foil","1 tsp per cup","5-7 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe93ccdd5/images/products/Adhoc/T100AI016_silver-needles-loose-leaf-everyday-refill_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw66822b3e/images/T100AI016-silver-needles_p1.png?sw=100&sh=100&sm=fit']","['Foil 50g-1.7oz', 'Tin 50g-1.7oz']","['A$37.00', 'A$39.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe93ccdd5/images/products/Adhoc/T100AI016_silver-needles-loose-leaf-everyday-refill_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6e123dd5/images/UXProject/new-tea-images/T100AI016_silver-needles_r1.jpg?sw=100&sh=100&sm=fit']","The highest grade of white tea, made from exquisite white-tipped buds picked in the Wuyi Mountains. A sweet, subtle flavour with floral notes, that builds with each sip, ending with a delicate lingering of cocoa. Welcome to silver needles tea heaven. Enjoy with: Perfect on its own.Store in a cool, dry place.","White tea buds",""
"Herbal Tea & Floral Tisane","Sleep Tight Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd1c67419/images/UXProject/new-tea-images/T140AE028_sleep-tight_r1.jpg?sw=262&sh=262&sm=fit","Sleep Tight Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf138f491/images/products/T140AE028_sleep-tight_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4b0409de/images/products/T140AG034_sleep-tight_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dweb3a0145/images/products/Packaging/T140AI060_sleep-tight-TIN_SHA1.png?sw=100&sh=100&sm=fit']","['Cube 50g-1.7oz', 'Foil 120g-4.2oz', 'Tin 120g-4.2oz']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf138f491/images/products/T140AE028_sleep-tight_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd1c67419/images/UXProject/new-tea-images/T140AE028_sleep-tight_r1.jpg?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwae167936/images/products/2020 Aug/SleepTight_OB_2_1500x1500.jpg?sw=100&sh=100&sm=fit']","Need a little shut eye?  Sail away to the Land of Nod with a dreamy blend of lemon balm, lavender, jasmine and rose. The perfect night time brew with a glorious aroma and delicate sweet flavour. Enjoy hot on its own, before bed in your favourite mug.Store in a cool, dry place.","Lemon balm, lavender, jasmine blossoms, rose petals",""
"Herbal Tea & Floral Tisane","Sleep Tight Loose Leaf Icon Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwbbbba2fb/images/products/T140AI133_sleep-tight-50g-feature-tin_p2.png?sw=262&sh=262&sm=fit","Sleep Tight Loose Leaf Icon Tin","1 tsp per cup","3-5 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwbbbba2fb/images/products/T140AI133_sleep-tight-50g-feature-tin_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3f063b3c/images/products/T140AI133_sleep-tight-50g-feature-tin_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 50g/1.7oz  Need a little shut eye?  Sail away to the Land of Nod with a dreamy blend of lemon balm, lavender, jasmine and rose. The perfect night time brew with a glorious aroma and delicate sweet flavour. Enjoy hot on its own, before bed in your favourite mug.Store in a cool, dry place.","Lemon balm, lavender, jasmine blossoms, rose petals","A$22.00"
"Tea Bags","Sleep Tight Teabag Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfbd59cc2/images/UXProject/new-tea-images/B140AE017_sleep-tight-tbag_r1.png?sw=262&sh=262&sm=fit","Sleep Tight Teabag Gift Cube","1 bag per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5cc30fad/images/B140AE017_sleep-tight-yb_p1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw0f885d10/images/products/B140AG030_sleep-tight-tea-in-a-bag_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe99dbb19/images/products/B140AI010_sleep-tight-tea-in-a-bag_sha1.png?sw=100&sh=100&sm=fit']","['Cube 25pk', 'Foil 60pk', 'Tin 60pk']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5cc30fad/images/B140AE017_sleep-tight-yb_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfbd59cc2/images/UXProject/new-tea-images/B140AE017_sleep-tight-tbag_r1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwb6692057/images/products/2020 Aug/SleepTight_YB_1_1500x1500.jpg?sw=100&sh=100&sm=fit']","Need a little shut eye?  Sail away to the Land of Nod with a dreamy blend of lemon balm, lavender, jasmine and rose. The perfect night time brew with a glorious aroma and delicate sweet flavour. Enjoy hot on its own, before bed in your favourite mug.Store in a cool, dry place.","Lemon balm, lavender, jasmine blossoms, rose petals",""
"Herbal Tea & Floral Tisane","Sleep Tight Teabag Icon Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe114a17c/images/products/2020 April/B140AI123_sleep-tight-icon-tin-bags_p2.png?sw=262&sh=262&sm=fit","Sleep Tight Teabag Icon Tin","1 bag per cup","3-5 mins","100°C / 212°F","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe114a17c/images/products/2020 April/B140AI123_sleep-tight-icon-tin-bags_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd095b1c4/images/products/2020 April/B140AI123_sleep-tight-icon-tin-bags_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 37.5g / 1.3oz  Need a little shut eye?  Sail away to the Land of Nod with a dreamy blend of lemon balm, lavender, jasmine and rose. The perfect night time brew with a glorious aroma and delicate sweet flavour. Enjoy hot on its own, before bed in your favourite mug.Store in a cool, dry place.","Lemon balm, lavender, jasmine blossoms, rose petals","A$22.00"
"Fruit Tea (Tisane)","Southern Sunrise Teabag Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4bfde1fb/images/B130AE003_southern-sunrise_r1.jpg?sw=262&sh=262&sm=fit","Southern Sunrise Teabag Gift Cube","1 bag","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3d600437/images/B130AE003_southern-sunrise-yb_p1.png?sw=55&sh=55&sm=fit']","['Cube 25pk']","['A$16.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3d600437/images/B130AE003_southern-sunrise-yb_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4bfde1fb/images/B130AE003_southern-sunrise_r1.jpg?sw=100&sh=100&sm=fit']","White hibiscus, lemongrass and grapefruit bring this fruity brew to life. Inspired by an Australian summer, this sunny tisane will brighten the morning with its tantalising aroma.","Apple, white hibiscus, apple pomace, natural and artificial flavouring, sweet blackberry leaves, lemongrass, grapefruit peel, acidifier (E330)",""
"Chai","Sticky Chai Trilogy","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw40fad2dc/images/products/1906/T145AK492_sticky-shai-triology_p3.png?sw=262&sh=262&sm=fit","Sticky Chai Trilogy","","","","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw40fad2dc/images/products/1906/T145AK492_sticky-shai-triology_p3.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw991ed03b/images/products/1906/T145AK492_sticky-shai-triology_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwa8ddcbb2/images/products/1906/T145AK492_sticky-shai-triology_p2.png?sw=100&sh=100&sm=fit']","Net Wt 300g / 10.5oz  Chai just got three times stickier! All of our wet chai blends are right at your fingertips and determined to bring you a quintessential sweet chai sip at a moment’s notice. Try not to choose favourites as you take your pick of our classic Sticky Honey Chai, caffeine-free Sticky Honey Rooibos and plant-based Sticky Turmeric Chai.  Contains: 3 x Loose Leaf Teas/Tisanes","Sticky Honey Chai: Black tea, honey (35.8%), cinnamon, cardamon, cloves, natural vanilla flavouring, ginger, salt +Sticky Honey Rooibos: Honey (35.8%), rooibos (17.9%), honeybush, cinnamon, cardamon pods, cardamon seed, cloves, peppercorns, ginger, salt +Sticky Turmeric Chai: Black tea, agave, cloves, cardamon pods, black pepper, cinnamon, ginger, star anise, turmeric (1.5%), cardamon seed, salt","A$35.00"
"Chai","Sticky Choc Chai 250g Foil","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd0d6bd7b/images/products/2020 July/T125AG077_sticky-choc-chai_p2-1.png?sw=262&sh=262&sm=fit","Sticky Choc Chai 250g Foil","2 tsp","","100°c (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd0d6bd7b/images/products/2020 July/T125AG077_sticky-choc-chai_p2-1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd64e2af0/images/products/2020 July/T125AG077_sticky-choc-chai_p1-1.png?sw=100&sh=100&sm=fit']","Net Wt. 250g / 8.8oz  Choc lovers need chai too! Full-bodied black tea, classic chai spices and indulgent sprinkles of cocoa husks come together to bring you a tea-lovers dream in a mug. This iconic chai favourite delivers a creamy texture and smooth chocolatey taste. What are you waiting for?","For the perfect brew: Place 2 teaspoons Sticky Choc Chai and 250ml/8.4fl oz milk in a saucepan and heat, stirring constantly. Strain into a cup using a strainer. For a lighter brew, use an evenly split ratio of milk and water.","A$30.00"
"African Rooibos & Honeybush Tea","Sticky Date Delight Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd1f12af7/images/products/New folder/T135AE035_sticky-date-delight_r1.png?sw=262&sh=262&sm=fit","Sticky Date Delight Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw45bcd358/images/products/cotea/T135AE035_Sticky_Date_Delight_Digitized_Packaging.png?sw=100&sh=100&sm=fit']","['Cube 100g-3.5oz']","['A$16.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw45bcd358/images/products/cotea/T135AE035_Sticky_Date_Delight_Digitized_Packaging.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd1f12af7/images/products/New folder/T135AE035_sticky-date-delight_r1.png?sw=100&sh=100&sm=fit']","The traditional sticky toffee pudding in your hot little hands! The indulgently rich tastes of caramel, silky-smooth toffee sauce and steaming sticky date make for a drool-worthy brew that’s simply sublime.","Rooibos, chicory, caramel pieces (sugar, glucose syrup), natural and artificial flavouring, marigold petals, fig (fig, rice flour), dates (2% - date, rice flour)",""
"Chai","Sticky Honey Chai Loose Leaf Everyday Foil","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfe8b2000/images/T125AG067_sticky-honey-chai_r1.png?sw=262&sh=262&sm=fit","Sticky Honey Chai Loose Leaf Everyday Foil","2 tsp","","100°c (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw90ce4185/images/T125AG067_sticky-honey-chai_p1.png?sw=100&sh=100&sm=fit']","['Foil 250g-8.8oz']","['A$30.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw90ce4185/images/T125AG067_sticky-honey-chai_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwde068b8f/images/T125AG067_sticky-honey-chai_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfe8b2000/images/T125AG067_sticky-honey-chai_r1.png?sw=100&sh=100&sm=fit']","Hold onto your teacups, chai lovers! We’ve taken rich black tea, added toasted spices, then soaked it all in loads of sticky-sweet honey to create a perfectly balanced and simply sensational wet chai dripping with rich notes of cinnamon and vanilla.","For the perfect brew: Place 2 teaspoons Sticky Honey Chai and 250ml/8.4fl oz milk in a saucepan and heat, stirring constantly. Strain into a cup using a Sticky Chai Strainer. For a lighter brew, use an evenly split ratio of milk and water.",""
"Perfect For Iced Tea","Strawberries & Cream Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw45244037/images/UXProject/new-tea-images/T130AE004_strawberries-and-cream_r1.jpg?sw=262&sh=262&sm=fit","Strawberries & Cream Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw545cd693/images/products/T130AE004_strawberries-cream_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfd7a483f/images/products/T130AG006_strawberries-cream_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw9a718bcb/images/products/T130AI012_strawberries-cream_sha1.png?sw=100&sh=100&sm=fit']","['Cube 100g-3.5oz', 'Foil 250g-8.8oz', 'Tin 250g-8.8oz']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw545cd693/images/products/T130AE004_strawberries-cream_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw45244037/images/UXProject/new-tea-images/T130AE004_strawberries-and-cream_r1.jpg?sw=100&sh=100&sm=fit']","Strawberry fields are forever with this beautiful red brew and sweet aroma.Enjoy with: Perfect on its own.Store in a cool, dry place.","Apple, hibiscus, rosehip, strawberry granules (4.85%)(glucose syrup, strawberries, fructose, modified starch: E1414, thickener: E401), sweet blackberry leaves, crispies (4.85%)(skimmed , sugar, maltodextrin, modified starch E1414, acidifier: E330), natural and artificial flavouring",""
"Limited Edition Tea","Strawberries & Cream Loose Leaf Icon Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd41f6b0c/images/products/060120/T130AI084_strawberries-cream-icon-tin-2020_p2.png?sw=262&sh=262&sm=fit","Strawberries & Cream Loose Leaf Icon Tin","1 tsp per cup","3-5 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd41f6b0c/images/products/060120/T130AI084_strawberries-cream-icon-tin-2020_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw983396c2/images/products/060120/T130AI084_strawberries-cream-icon-tin-2020_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwbc7e2812/images/products/2020 Aug/StrawberriesCream_Iconic_2_1500x1500.jpg?sw=100&sh=100&sm=fit']","Net Wt. 100g / 3.5oz  Strawberry fields are forever with this beautiful red brew and sweet aroma.","Apple, hibiscus, rosehip, strawberry granules (4.85%)(glucose syrup, strawberries, fructose, modified starch: E1414, thickener: E401), sweet blackberry leaves, crispies (4.85%)(skimmed , sugar, maltodextrin, modified starch E1414, acidifier: E330), natural and artificial flavouring","A$22.00"
"Chai","Sulawesi Sling 120g Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3aaebfc4/images/products/1906/T125AE251_sulawesi-sling_p2.png?sw=262&sh=262&sm=fit","Sulawesi Sling 120g Feature Cube","1 tsp per cup","2-4 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3aaebfc4/images/products/1906/T125AE251_sulawesi-sling_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw7d7f871e/images/products/0207/T125AE251_sulawesi-sling_r1.jpg?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3e45db7f/images/products/1906/T125AE251_sulawesi-sling_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 120g / 4.2oz  Let this caramelised pineapple chai whisk you away on an Indonesian island-hopping adventure! Ripe pineapple pieces combine with caramel toffee on a base of spiced black tea for more flavour than an archipelago could poke an island at!","Black tea, cinnamon, ginger, pineapple (pineapple, sugar, acidifier E330), caramel pieces (condensed skimmed , sugar, glucose syrup, , sorbitol syrup, emulsifier mono and diglycerides of fatty acids), natural & artificial flavouring, pepper.","A$26.00"
"Matcha","T2 Ceremonial Matcha Whisk","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw105598b9/images/products/A999ZZ043_t2-ceremonial-matcha-whisk_p1.png?sw=262&sh=262&sm=fit","T2 Ceremonial Matcha Whisk","","","","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw105598b9/images/products/A999ZZ043_t2-ceremonial-matcha-whisk_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwb3a98ea0/images/UXProject/new-teaware-images/A999ZZ043_t2-ceremonial-matcha-whisk_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3c864fee/images/UXProject/new-teaware-images/A999ZZ043_t2-ceremonial-matcha-whisk_p3.png?sw=100&sh=100&sm=fit']","Complete your matcha collection with this Japanese handmade ceremonial matcha bamboo whisk! With 72 hand-crafted wires to help you brew the perfect matcha, this premium dark bamboo design is sturdy enough for everyday use, yet still fancy enough for those special ceremonial occasions. Simply add some matcha powder and hot water to your bowl, and whisk in an M motion until the matcha is blended and bubbles form on the surface. No matter which way you like it, in a latte, over ice or straight up, this tool is essential for any matcha connoisseur!","Bamboo. Gently handwash only, not suitable for the dishwasher. Dry with a soft cloth.","A$54.00"
